kanji,kana,level
小遣い,こづかい,n2
コック,コック,n2
こっそり,こっそり,n2
古典,こてん,n2
琴,こと,n2
言付ける,ことづける,n2
言葉遣い,ことばづかい,n2
こないだ,こないだ,n2
御無沙汰,ごぶさた,n2
こぼす,こぼす,n2
こぼれる,こぼれる,n2
塵芥,ごみ,n2
ゴム,ゴム,n2
御免,ごめん,n2
ごめんください,ごめんください,n2
小指,こゆび,n2
こらえる,こらえる,n2
娯楽,ごらく,n2
御覧,ごらん,n2
コレクション,コレクション,n2
転がす,ころがす,n2
転がる,ころがる,n2
紺,こん,n2
コンクール,コンクール,n2
コンクリート,コンクリート,n2
混合,こんごう,n2
コンセント,コンセント,n2
献立,こんだて,n2
こんばんは,こんばんは,n2
サークル,サークル,n2
在学,ざいがく,n2
再三,さいさん,n2
祭日,さいじつ,n2
催促,さいそく,n2
採点,さいてん,n2
災難,さいなん,n2
裁縫,さいほう,n2
材木,ざいもく,n2
サイレン,サイレン,n2
逆さ,さかさ,n2
逆様,さかさま,n2
捜す,さがす,n2
遡る,さかのぼる,n2
酒場,さかば,n2
さきおととい,さきおととい,n2
先程,さきほど,n2
裂く,さく,n2
索引,さくいん,n2
作者,さくしゃ,n2
削除,さくじょ,n2
作成,さくせい,n2
作製,さくせい,n2
探る,さぐる,n2
囁く,ささやく,n2
刺さる,ささる,n2
匙,さじ,n2
座敷,ざしき,n2
差し支え,さしつかえ,n2
差し引き,さしひき,n2
刺身,さしみ,n2
刺す,さす,n2
挿す,さす,n2
注す,さす,n2
射す,さす,n2
流石,さすが,n2
撮影,さつえい,n2
雑音,ざつおん,n2
さっさと,さっさと,n2
早速,さっそく,n2
錆,さび,n2
錆びる,さびる,n2
座布団,ざぶとん,n2
冷ます,さます,n2
妨げる,さまたげる,n2
冷める,さめる,n2
さようなら,さようなら,n2
再来月,さらいげつ,n2
再来週,さらいしゅう,n2
再来年,さらいねん,n2
サラリーマン,サラリーマン,n2
騒がしい,さわがしい,n2
さわやか,さわやか,n2
三角,さんかく,n2
算数,さんすう,n2
酸性,さんせい,n2
産地,さんち,n2
サンプル,サンプル,n2
山林,さんりん,n2
仕上がる,しあがる,n2
しあさって,しあさって,n2
シーズン,シーズン,n2
シーツ,シーツ,n2
寺院,じいん,n2
しいんと,しいんと,n2
自衛,じえい,n2
塩辛い,しおからい,n2
司会,しかい,n2
四角,しかく,n2
四角い,しかくい,n2
時間割,じかんわり,n2
四季,しき,n2
敷地,しきち,n2
至急,しきゅう,n2
敷く,しく,n2
茂る,しげる,n2
持参,じさん,n2
磁石,じしゃく,n2
四捨五入,ししゃごにゅう,n2
始終,しじゅう,n2
自習,じしゅう,n2
静まる,しずまる,n2
姿勢,しせい,n2
自然科学,しぜんかがく,n2
時速,じそく,n2
子孫,しそん,n2
死体,したい,n2
下書き,したがき,n2
下町,したまち,n2
自治,じち,n2
実感,じっかん,n2
湿気,しっけ,n2
湿気,しっき,n2
しつこい,しつこい,n2
実習,じっしゅう,n2
実績,じっせき,n2
湿度,しつど,n2
執筆,しっぴつ,n2
実物,じつぶつ,n2
しっぽ,しっぽ,n2
実用,じつよう,n2
実力,じつりょく,n2
実例,じつれい,n2
失恋,しつれん,n2
指定,してい,n2
私鉄,してつ,n2
児童,じどう,n2
縛る,しばる,n2
地盤,じばん,n2
しびれる,しびれる,n2
紙幣,しへい,n2
しぼむ,しぼむ,n2
絞る,しぼる,n2
縞,しま,n2
地味,じみ,n2
しみじみ,しみじみ,n2
氏名,しめい,n2
締切,しめきり,n2
締め切る,しめきる,n2
湿る,しめる,n2
ジャーナリスト,ジャーナリスト,n2
社会科学,しゃかいかがく,n2
しゃがむ,しゃがむ,n2
蛇口,じゃぐち,n2
弱点,じゃくてん,n2
車庫,しゃこ,n2
車掌,しゃしょう,n2
写生,しゃせい,n2
社説,しゃせつ,n2
しゃっくり,しゃっくり,n2
シャッター,シャッター,n2
しゃぶる,しゃぶる,n2
車輪,しゃりん,n2
洒落,しゃれ,n2
じゃんけん,じゃんけん,n2
集会,しゅうかい,n2
住居,じゅうきょ,n2
集金,しゅうきん,n2
集合,しゅうごう,n2
習字,しゅうじ,n2
修繕,しゅうぜん,n2
重体,じゅうたい,n2
じゅうたん,じゅうたん,n2
終点,しゅうてん,n2
重点,じゅうてん,n2
就任,しゅうにん,n2
周辺,しゅうへん,n2
重役,じゅうやく,n2
終了,しゅうりょう,n2
重量,じゅうりょう,n2
重力,じゅうりょく,n2
熟語,じゅくご,n2
祝日,しゅくじつ,n2
縮小,しゅくしょう,n2
受験,じゅけん,n2
主語,しゅご,n2
出勤,しゅっきん,n2
述語,じゅつご,n2
出張,しゅっちょう,n2
寿命,じゅみょう,n2
主役,しゅやく,n2
受話器,じゅわき,n2
循環,じゅんかん,n2
巡査,じゅんさ,n2
順々,じゅんじゅん,n2
順序,じゅんじょ,n2
純情,じゅんじょう,n2
純粋,じゅんすい,n2
消化,しょうか,n2
小学生,しょうがくせい,n2
しょうがない,しょうがない,n2
将棋,しょうぎ,n2
蒸気,じょうき,n2
定規,じょうぎ,n2
上級,じょうきゅう,n2
商業,しょうぎょう,n2
消極的,しょうきょくて,n2
き,き,n2
賞金,しょうきん,n2
上下,じょうげ,n2
障子,しょうじ,n2
商社,しょうしゃ,n2
乗車,じょうしゃ,n2
上旬,じょうじゅん,n2
生ずる,しょうずる,n2
小数,しょうすう,n2
商店,しょうてん,n2
焦点,しょうてん,n2
消毒,しょうどく,n2
勝敗,しょうはい,n2
蒸発,じょうはつ,n2
賞品,しょうひん,n2
勝負,しょうぶ,n2
小便,しょうべん,n2
消防署,しょうぼうしょ,n2
正味,しょうみ,n2
正面,しょうめん,n2
消耗,しょうもう,n2
醤油,しょうゆ,n2
省略,しょうりゃく,n2
初級,しょきゅう,n2
助教授,じょきょうじゅ,n2
食塩,しょくえん,n2
職人,しょくにん,n2
初旬,しょじゅん,n2
書籍,しょせき,n2
食器,しょっき,n2
ショップ,ショップ,n2
書店,しょてん,n2
書道,しょどう,n2
白髪,しらが,n2
知合い,しりあい,n2
シリーズ,シリーズ,n2
私立,しりつ,n2
資料,しりょう,n2
汁,しる,n2
素人,しろうと,n2
芯,しん,n2
新幹線,しんかんせん,n2
真空,しんくう,n2
信ずる,しんずる,n2
心身,しんしん,n2
申請,しんせい,n2
人造,じんぞう,n2
寝台,しんだい,n2
診断,しんだん,n2
侵入,しんにゅう,n2
人文科学,じんぶんかがく,n2
人命,じんめい,n2
深夜,しんや,n2
森林,しんりん,n2
親類,しんるい,n2
針路,しんろ,n2
神話,しんわ,n2
酢,す,n2
水産,すいさん,n2
炊事,すいじ,n2
水蒸気,すいじょうき,n2
水素,すいそ,n2
垂直,すいちょく,n2
推定,すいてい,n2
水滴,すいてき,n2
水筒,すいとう,n2
随筆,ずいひつ,n2
水分,すいぶん,n2
水平,すいへい,n2
水平線,すいへいせん,n2
水曜,すいよう,n2
ずうずうしい,ずうずうしい,n2
ずうっと,ずうっと,n2
末っ子,すえっこ,n2
スカーフ,スカーフ,n2
図鑑,ずかん,n2
杉,すぎ,n2
好き嫌い,すききらい,n2
好き好き,すきずき,n2
透き通る,すきとおる,n2
隙間,すきま,n2
スクール,スクール,n2
すくなくとも,すくなくとも,n2
図形,ずけい,n2
スケジュール,スケジュール,n2
鈴,すず,n2
涼む,すずむ,n2
スタート,スタート,n2
スチュワーデス,スチュワーデス,n2
すっきり,すっきり,n2
すっぱい,すっぱい,n2
ステージ,ステージ,n2
棄てる,すてる,n2
ストッキング,ストッキング,n2
ストップ,ストップ,n2
素直,すなお,n2
頭脳,ずのう,n2
スピーカー,スピーカー,n2
図表,ずひょう,n2
スマート,スマート,n2
住まい,すまい,n2
すまない,すまない,n2
墨,すみ,n2
澄む,すむ,n2
清む,すむ,n2
相撲,すもう,n2
スライド,スライド,n2
ずらす,ずらす,n2
ずらり,ずらり,n2
掏摸,すり,n2
刷る,する,n2
狡い,ずるい,n2
すれちがう,すれちがう,n2
滑れる,ずれる,n2
寸法,すんぽう,n2
姓,せい,n2
税関,ぜいかん,n2
製作,せいさく,n2
制作,せいさく,n2
性質,せいしつ,n2
清書,せいしょ,n2
青少年,せいしょうねん,n2
整数,せいすう,n2
清掃,せいそう,n2
生存,せいぞん,n2
生長,せいちょう,n2
政党,せいとう,n2
生年月日,せいねんがっぴ,n2
性能,せいのう,n2
整備,せいび,n2
成分,せいぶん,n2
性別,せいべつ,n2
正方形,せいほうけい,n2
正門,せいもん,n2
成立,せいりつ,n2
西暦,せいれき,n2
背負う,せおう,n2
赤道,せきどう,n2
折角,せっかく,n2
接近,せっきん,n2
石鹸,せっけん,n2
接する,せっする,n2
せっせと,せっせと,n2
接続,せつぞく,n2
瀬戸物,せともの,n2
ぜひとも,ぜひとも,n2
迫る,せまる,n2
ゼミ,ゼミ,n2
せめて,せめて,n2
攻める,せめる,n2
セメント,セメント,n2
栓,せん,n2
前後,ぜんご,n2
洗剤,せんざい,n2
全集,ぜんしゅう,n2
全身,ぜんしん,n2
扇子,せんす,n2
専制,せんせい,n2
先々月,せんせんげつ,n2
先々週,せんせんしゅう,n2
先祖,せんぞ,n2
先端,せんたん,n2
センチ,センチ,n2
宣伝,せんでん,n2
先頭,せんとう,n2
全般,ぜんぱん,n2
扇風機,せんぷうき,n2
線路,せんろ,n2
相違,そうい,n2
そういえば,そういえば,n2
雑巾,ぞうきん,n2
増減,ぞうげん,n2
倉庫,そうこ,n2
相互,そうご,n2
創作,そうさく,n2
葬式,そうしき,n2
そうして,そうして,n2
造船,ぞうせん,n2
騒々しい,そうぞうしい,n2
増大,ぞうだい,n2
そうっと,そうっと,n2
送別,そうべつ,n2
草履,ぞうり,n2
総理大臣,そうりだいじん,n2
送料,そうりょう,n2
属する,ぞくする,n2
続々,ぞくぞく,n2
速達,そくたつ,n2
測定,そくてい,n2
測量,そくりょう,n2
速力,そくりょく,n2
素質,そしつ,n2
祖先,そせん,n2
そそっかしい,そそっかしい,n2
卒直,そっちょく,n2
具える,そなえる,n2
そのうえ,そのうえ,n2
そのころ,そのころ,n2
そのため,そのため,n2
そのほか,そのほか,n2
蕎麦,そば,n2
剃る,そる,n2
それなのに,それなのに,n2
逸れる,それる,n2
揃う,そろう,n2
揃える,そろえる,n2
算盤,そろばん,n2
存じる,ぞんじる,n2
存ずる,ぞんずる,n2
損得,そんとく,n2
田ぼ,たんぼ,n2
だいいち,だいいち,n2
退院,たいいん,n2
大学院,だいがくいん,n2
大工,だいく,n2
体系,たいけい,n2
太鼓,たいこ,n2
対策,たいさく,n2
大して,たいして,n2
対照,たいしょう,n2
大小,だいしょう,n2
体制,たいせい,n2
体積,たいせき,n2
大層,たいそう,n2
体操,たいそう,n2
大分,だいぶん,n2
大木,たいぼく,n2
題名,だいめい,n2
代名詞,だいめいし,n2
タイア,タイア,n2
ダイヤグラム,ダイヤグラム,n2
ダイヤモンド,ダイヤモンド,n2
ダイヤル,ダイヤル,n2
対立,たいりつ,n2
田植え,たうえ,n2
絶えず,たえず,n2
楕円,だえん,n2
高める,たかめる,n2
耕す,たがやす,n2
滝,たき,n2
炊く,たく,n2
焚く,たく,n2
蓄える,たくわえる,n2
竹,たけ,n2
助かる,たすかる,n2
只,ただ,n2
但し,ただし,n2
畳む,たたむ,n2
立ち止まる,たちどまる,n2
たちまち,たちまち,n2
建つ,たつ,n2
発つ,たつ,n2
脱線,だっせん,n2
妥当,だとう,n2
例える,たとえる,n2
頼もしい,たのもしい,n2
足袋,たび,n2
ダブル,ダブル,n2
だます,だます,n2
溜まる,たまる,n2
ダム,ダム,n2
溜息,ためいき,n2
ためらう,ためらう,n2
溜める,ためる,n2
だらしない,だらしない,n2
足る,たる,n2
段階,だんかい,n2
短期,たんき,n2
炭鉱,たんこう,n2
短所,たんしょ,n2
たんす,たんす,n2
淡水,たんすい,n2
断水,だんすい,n2
単数,たんすう,n2
団地,だんち,n2
断定,だんてい,n2
短編,たんぺん,n2
誓う,ちかう,n2
地下水,ちかすい,n2
近々,ちかぢか,n2
近付ける,ちかづける,n2
近寄る,ちかよる,n2
力強い,ちからづよい,n2
ちぎる,ちぎる,n2
地質,ちしつ,n2
知人,ちじん,n2
地帯,ちたい,n2
縮む,ちぢむ,n2
縮める,ちぢめる,n2
縮れる,ちぢれる,n2
チップ,チップ,n2
地点,ちてん,n2
地名,ちめい,n2
茶色い,ちゃいろい,n2
着々,ちゃくちゃく,n2
茶碗,ちゃわん,n2
中間,ちゅうかん,n2
中旬,ちゅうじゅん,n2
抽象,ちゅうしょう,n2
中世,ちゅうせい,n2
中性,ちゅうせい,n2
中途,ちゅうと,n2
中年,ちゅうねん,n2
超過,ちょうか,n2
彫刻,ちょうこく,n2
長所,ちょうしょ,n2
長女,ちょうじょ,n2
調整,ちょうせい,n2
調節,ちょうせつ,n2
長短,ちょうたん,n2
頂点,ちょうてん,n2
長男,ちょうなん,n2
長方形,ちょうほうけい,n2
調味料,ちょうみりょう,n2
チョーク,チョーク,n2
直後,ちょくご,n2
直線,ちょくせん,n2
直前,ちょくぜん,n2
直通,ちょくつう,n2
直流,ちょくりゅう,n2
貯蔵,ちょぞう,n2
直角,ちょっかく,n2
直径,ちょっけい,n2
散らかす,ちらかす,n2
散らかる,ちらかる,n2
散らす,ちらす,n2
塵紙,ちりがみ,n2
散る,ちる,n2
追加,ついか,n2
ついで,ついで,n2
通貨,つうか,n2
通勤,つうきん,n2
通ずる,つうずる,n2
通知,つうち,n2
通帳,つうちょう,n2
通訳,つうやく,n2
通用,つうよう,n2
通路,つうろ,n2
付合う,つきあう,n2
突き当たり,つきあたり,n2
突き当たる,つきあたる,n2
月日,つきひ,n2
点く,つく,n2
突く,つく,n2
次ぐ,つぐ,n2
作る,つくる,n2
造る,つくる,n2
着ける,つける,n2
点ける,つける,n2
浸ける,つける,n2
伝わる,つたわる,n2
突っ込む,つっこむ,n2
務める,つとめる,n2
努める,つとめる,n2
綱,つな,n2
繋がり,つながり,n2
繋がる,つながる,n2
繋げる,つなげる,n2
粒,つぶ,n2
潰す,つぶす,n2
潰れる,つぶれる,n2
つまずく,つまずく,n2
詰まる,つまる,n2
積む,つむ,n2
爪,つめ,n2
艶,つや,n2
強気,つよき,n2
釣り合う,つりあう,n2
吊る,つる,n2
吊す,つるす,n2
出合い,であい,n2
手洗い,てあらい,n2
定員,ていいん,n2
定価,ていか,n2
低下,ていか,n2
定期券,ていきけん,n2
定休日,ていきゅうび,n2
停止,ていし,n2
停車,ていしゃ,n2
停電,ていでん,n2
出入り,でいり,n2
出入口,でいりぐち,n2
手入れ,ていれ,n2
テーマ,テーマ,n2
出掛ける,でかける,n2
出来上がり,できあがり,n2
出来上がる,できあがる,n2
的確,てきかく,n2
適確,てきかく,n2
手首,てくび,n2
凸凹,でこぼこ,n2
手頃,てごろ,n2
でたらめ,でたらめ,n2
手帳,てちょう,n2
鉄橋,てっきょう,n2
手続き,てつづき,n2
鉄砲,てっぽう,n2
テニスコート,テニスコート,n2
手拭い,てぬぐい,n2
手前,てまえ,n2
出迎え,でむかえ,n2
出迎える,でむかえる,n2
照らす,てらす,n2
照る,てる,n2
展開,てんかい,n2
伝記,でんき,n2
電球,でんきゅう,n2
点数,てんすう,n2
伝染,でんせん,n2
電池,でんち,n2
点々,てんてん,n2
転々,てんてん,n2
電柱,でんちゅう,n2
天皇,てんのう,n2
電波,でんぱ,n2
テンポ,テンポ,n2
電流,でんりゅう,n2
電力,でんりょく,n2
問い合わせ,といあわせ,n2
銅,どう,n2
統一,とういつ,n2
同格,どうかく,n2
峠,とうげ,n2
統計,とうけい,n2
動作,どうさ,n2
東西,とうざい,n2
当日,とうじつ,n2
投書,とうしょ,n2
登場,とうじょう,n2
どうせ,どうせ,n2
どうぞよろしく,どうぞよろしく,n2
灯台,とうだい,n2
盗難,とうなん,n2
当番,とうばん,n2
等分,とうぶん,n2
透明,とうめい,n2
灯油,とうゆ,n2
東洋,とうよう,n2
童話,どうわ,n2
通り掛かる,とおりかかる,n2
溶かす,とかす,n2
尖る,とがる,n2
どきどき,どきどき,n2
溶く,とく,n2
退く,どく,n2
特殊,とくしゅ,n2
特色,とくしょく,n2
特長,とくちょう,n2
特定,とくてい,n2
特売,とくばい,n2
溶け込む,とけこむ,n2
溶ける,とける,n2
退ける,どける,n2
床の間,とこのま,n2
床屋,とこや,n2
所々,ところどころ,n2
都心,としん,n2
戸棚,とだな,n2
とっくに,とっくに,n2
どっと,どっと,n2
整う,ととのう,n2
留まる,とどまる,n2
どなる,どなる,n2
飛び込む,とびこむ,n2
跳ぶ,とぶ,n2
留まる,とまる,n2
泊める,とめる,n2
ともかく,ともかく,n2
捕える,とらえる,n2
取り入れる,とりいれる,n2
取り消す,とりけす,n2
取り出す,とりだす,n2
採る,とる,n2
捕る,とる,n2
トレーニング,トレーニング,n2
丼,どんぶり,n2
内科,ないか,n2
内線,ないせん,n2
ナイロン,ナイロン,n2
治す,なおす,n2
永い,ながい,n2
仲直り,なかなおり,n2
長引く,ながびく,n2
中身,なかみ,n2
中味,なかみ,n2
中指,なかゆび,n2
仲良し,なかよし,n2
慰める,なぐさめる,n2
亡くす,なくす,n2
なぐる,なぐる,n2
為す,なす,n2
謎謎,なぞなぞ,n2
傾らか,なだらか,n2
懐かしい,なつかしい,n2
撫でる,なでる,n2
斜め,ななめ,n2
なにしろ,なにしろ,n2
何々,なになに,n2
何分,なにぶん,n2
生意気,なまいき,n2
並木,なみき,n2
倣う,ならう,n2
鳴らす,ならす,n2
生る,なる,n2
馴れる,なれる,n2
南極,なんきょく,n2
なんとなく,なんとなく,n2
なんとも,なんとも,n2
ナンバー,ナンバー,n2
南米,なんべい,n2
南北,なんぼく,n2
煮える,にえる,n2
匂う,におう,n2
逃がす,にがす,n2
憎い,にくい,n2
憎む,にくむ,n2
憎らしい,にくらしい,n2
にこにこ,にこにこ,n2
濁る,にごる,n2
虹,にじ,n2
日時,にちじ,n2
日用品,にちようひん,n2
日課,にっか,n2
日程,にってい,n2
鈍い,にぶい,n2
入社,にゅうしゃ,n2
女房,にょうぼう,n2
睨む,にらむ,n2
煮る,にる,n2
俄,にわか,n2
縫う,ぬう,n2
濡らす,ぬらす,n2
ねじ,ねじ,n2
捩る,ねじる,n2
ネックレス,ネックレス,n2
熱する,ねっする,n2
寝間着,ねまき,n2
寝巻,ねまき,n2
狙い,ねらい,n2
狙う,ねらう,n2
年度,ねんど,n2
農産物,のうさんぶつ,n2
農村,のうそん,n2
濃度,のうど,n2
農薬,のうやく,n2
能率,のうりつ,n2
のこぎり,のこぎり,n2
残らず,のこらず,n2
載せる,のせる,n2
覗く,のぞく,n2
延ばす,のばす,n2
延びる,のびる,n2
上り,のぼり,n2
上る,のぼる,n2
糊,のり,n2
乗換,のりかえ,n2
載る,のる,n2
鈍い,のろい,n2
のろのろ,のろのろ,n2
呑気,のんき,n2
灰色,はいいろ,n2
俳句,はいく,n2
拝見,はいけん,n2
売店,ばいてん,n2
バイバイ,バイバイ,n2
売買,ばいばい,n2
這う,はう,n2
生える,はえる,n2
剥す,はがす,n2
ばからしい,ばからしい,n2
秤,はかり,n2
量る,はかる,n2
測る,はかる,n2
吐き気,はきけ,n2
はきはき,はきはき,n2
掃く,はく,n2
歯車,はぐるま,n2
バケツ,バケツ,n2
挟まる,はさまる,n2
挟む,はさむ,n2
箸,はし,n2
梯子,はしご,n2
始めに,はじめに,n2
初めに,はじめに,n2
はじめまして,はじめまして,n2
斜,はす,n2
外れる,はずれる,n2
パターン,パターン,n2
肌着,はだぎ,n2
果して,はたして,n2
鉢,はち,n2
×,ばつ,n2
発揮,はっき,n2
バック,バック,n2
発射,はっしゃ,n2
発想,はっそう,n2
発電,はつでん,n2
発売,はつばい,n2
派手,はで,n2
話合い,はなしあい,n2
話し掛ける,はなしかける,n2
話中,はなしちゅう,n2
甚だしい,はなはだしい,n2
花火,はなび,n2
花嫁,はなよめ,n2
放れる,はなれる,n2
羽根,はね,n2
ばね,ばね,n2
跳ねる,はねる,n2
破片,はへん,n2
歯磨き,はみがき,n2
はめる,はめる,n2
早口,はやくち,n2
流行る,はやる,n2
払い込む,はらいこむ,n2
払い戻す,はらいもどす,n2
バランス,バランス,n2
針金,はりがね,n2
張り切る,はりきる,n2
反映,はんえい,n2
半径,はんけい,n2
判子,はんこ,n2
万歳,ばんざい,n2
判事,はんじ,n2
反省,はんせい,n2
番地,ばんち,n2
パンツ,パンツ,n2
バンド,バンド,n2
半島,はんとう,n2
ハンドル,ハンドル,n2
日当たり,ひあたり,n2
日帰り,ひがえり,n2
比較的,ひかくてき,n2
日陰,ひかげ,n2
ぴかぴか,ぴかぴか,n2
引受る,ひきうける,n2
引返す,ひきかえす,n2
引算,ひきざん,n2
引出す,ひきだす,n2
引き止める,ひきとめる,n2
卑怯,ひきょう,n2
引分け,ひきわけ,n2
髭,ひげ,n2
陽射,ひざし,n2
肘,ひじ,n2
ピストル,ピストル,n2
ビタミン,ビタミン,n2
ぴたり,ぴたり,n2
引っ掛かる,ひっかかる,n2
筆記,ひっき,n2
引っ繰り返,ひっくりかえす,n2
引っ繰り返,ひっくりかえる,n2
引越し,ひっこし,n2
引っ込む,ひっこむ,n2
筆者,ひっしゃ,n2
必需品,ひつじゅひん,n2
人差指,ひとさしゆび,n2
一通り,ひととおり,n2
人通り,ひとどおり,n2
ひとまず,ひとまず,n2
瞳,ひとみ,n2
一休み,ひとやすみ,n2
独り言,ひとりごと,n2
ひとりでに,ひとりでに,n2
ビニール,ビニール,n2
皮肉,ひにく,n2
日日,ひにち,n2
捻る,ひねる,n2
日の入り,ひのいり,n2
日の出,ひので,n2
響き,ひびき,n2
響く,ひびく,n2
皮膚,ひふ,n2
冷やす,ひやす,n2
ひゃっかじてん,ひゃっかじてん,n2
美容,びよう,n2
表紙,ひょうし,n2
標識,ひょうしき,n2
標準,ひょうじゅん,n2
標本,ひょうほん,n2
評論,ひょうろん,n2
平仮名,ひらがな,n2
ビルディング,ビルディング,n2
昼寝,ひるね,n2
広げる,ひろげる,n2
広さ,ひろさ,n2
広場,ひろば,n2
広々,ひろびろ,n2
広める,ひろめる,n2
ピンク,ピンク,n2
便箋,びんせん,n2
瓶詰,びんづめ,n2
ファスナー,ファスナー,n2
風船,ふうせん,n2
不運,ふうん,n2
殖える,ふえる,n2
深まる,ふかまる,n2
不規則,ふきそく,n2
普及,ふきゅう,n2
付近,ふきん,n2
拭く,ふく,n2
副詞,ふくし,n2
複写,ふくしゃ,n2
複数,ふくすう,n2
含める,ふくめる,n2
膨らます,ふくらます,n2
膨らむ,ふくらむ,n2
不潔,ふけつ,n2
更ける,ふける,n2
符号,ふごう,n2
夫妻,ふさい,n2
塞がる,ふさがる,n2
塞ぐ,ふさぐ,n2
ふざける,ふざける,n2
無沙汰,ぶさた,n2
武士,ぶし,n2
部首,ぶしゅ,n2
襖,ふすま,n2
附属,ふぞく,n2
蓋,ふた,n2
不通,ふつう,n2
ぶつかる,ぶつかる,n2
ぶつける,ぶつける,n2
物騒,ぶっそう,n2
ぶつぶつ,ぶつぶつ,n2
船便,ふなびん,n2
部品,ぶひん,n2
吹雪,ふぶき,n2
父母,ふぼ,n2
踏切,ふみきり,n2
麓,ふもと,n2
増やす,ふやす,n2
殖やす,ふやす,n2
フライパン,フライパン,n2
ブラウス,ブラウス,n2
ぶらさげる,ぶらさげる,n2
ブラシ,ブラシ,n2
プラスチック,プラスチック,n2
プラットホーム,プラットホーム,n2
フリー,フリー,n2
振り仮名,ふりがな,n2
プリント,プリント,n2
振舞う,ふるまう,n2
ブローチ,ブローチ,n2
プログラム,プログラム,n2
風呂敷,ふろしき,n2
ふわふわ,ふわふわ,n2
噴火,ふんか,n2
分解,ぶんかい,n2
文芸,ぶんげい,n2
文献,ぶんけん,n2
噴水,ふんすい,n2
分数,ぶんすう,n2
文体,ぶんたい,n2
分布,ぶんぷ,n2
文房具,ぶんぼうぐ,n2
文脈,ぶんみゃく,n2
分量,ぶんりょう,n2
分類,ぶんるい,n2
閉会,へいかい,n2
平気,へいき,n2
並行,へいこう,n2
平日,へいじつ,n2
兵隊,へいたい,n2
平凡,へいぼん,n2
平野,へいや,n2
凹む,へこむ,n2
へそ,へそ,n2
隔てる,へだてる,n2
別荘,べっそう,n2
別々,べつべつ,n2
ベテラン,ベテラン,n2
ヘリコプター,ヘリコプター,n2
へる,へる,n2
ぺん,ぺん,n2
編集,へんしゅう,n2
便所,べんじょ,n2
ペンチ,ペンチ,n2
望遠鏡,ぼうえんきょう,n2
方角,ほうがく,n2
箒,ほうき,n2
方言,ほうげん,n2
坊さん,ぼうさん,n2
防止,ぼうし,n2
方針,ほうしん,n2
包装,ほうそう,n2
法則,ほうそく,n2
包帯,ほうたい,n2
膨大,ぼうだい,n2
庖丁,ほうちょう,n2
方程式,ほうていしき,n2
防犯,ぼうはん,n2
方面,ほうめん,n2
坊や,ぼうや,n2
放る,ほうる,n2
ボーナス,ボーナス,n2
朗らか,ほがらか,n2
牧場,ぼくじょう,n2
牧畜,ぼくちく,n2
保健,ほけん,n2
募集,ぼしゅう,n2
干す,ほす,n2
ポスター,ポスター,n2
北極,ほっきょく,n2
坊っちゃん,ぼっちゃん,n2
ほどく,ほどく,n2
堀,ほり,n2
掘る,ほる,n2
彫る,ほる,n2
ぼろ,ぼろ,n2
盆,ぼん,n2
盆地,ぼんち,n2
本部,ほんぶ,n2
本来,ほんらい,n2
まあまあ,まあまあ,n2
枚数,まいすう,n2
毎度,まいど,n2
マイナス,マイナス,n2
巻く,まく,n2
蒔く,まく,n2
撒く,まく,n2
枕,まくら,n2
曲げる,まげる,n2
まごまご,まごまご,n2
摩擦,まさつ,n2
混ざる,まざる,n2
交ざる,まざる,n2
混じる,まじる,n2
交じる,まじる,n2
マスク,マスク,n2
混ぜる,まぜる,n2
交ぜる,まぜる,n2
またぐ,またぐ,n2
又は,または,n2
待合室,まちあいしつ,n2
待ち合わせ,まちあわせる,n2
街角,まちかど,n2
真っ暗,まっくら,n2
真っ黒,まっくろ,n2
真っ青,まっさお,n2
真っ先,まっさき,n2
真っ白,まっしろ,n2
祭る,まつる,n2
窓口,まどぐち,n2
纏まる,まとまる,n2
纏める,まとめる,n2
真似る,まねる,n2
まぶしい,まぶしい,n2
まぶた,まぶた,n2
マフラー,マフラー,n2
間も無く,まもなく,n2
マラソン,マラソン,n2
円い,まるい,n2
稀,まれ,n2
回り道,まわりみち,n2
満員,まんいん,n2
マンション,マンション,n2
満点,まんてん,n2
見送る,みおくる,n2
見下ろす,みおろす,n2
見掛け,みかけ,n2
三日月,みかづき,n2
岬,みさき,n2
みじめ,みじめ,n2
ミシン,ミシン,n2
店屋,みせや,n2
見出し,みだし,n2
道順,みちじゅん,n2
見付かる,みつかる,n2
見付ける,みつける,n2
みっともない,みっともない,n2
見直す,みなおす,n2
見慣れる,みなれる,n2
醜い,みにくい,n2
実る,みのる,n2
身分,みぶん,n2
見本,みほん,n2
見舞う,みまう,n2
未満,みまん,n2
名字,みょうじ,n2
ミリ,ミリ,n2
診る,みる,n2
民間,みんかん,n2
民謡,みんよう,n2
向う,むかう,n2
剥く,むく,n2
無限,むげん,n2
無地,むじ,n2
蒸し暑い,むしあつい,n2
矛盾,むじゅん,n2
蒸す,むす,n2
無数,むすう,n2
紫,むらさき,n2
群れ,むれ,n2
姪,めい,n2
名作,めいさく,n2
名刺,めいし,n2
名詞,めいし,n2
名所,めいしょ,n2
命ずる,めいずる,n2
迷信,めいしん,n2
名物,めいぶつ,n2
銘々,めいめい,n2
目上,めうえ,n2
メーター,メーター,n2
恵まれる,めぐまれる,n2
巡る,めぐる,n2
目指す,めざす,n2
目覚し,めざまし,n2
目下,めした,n2
目印,めじるし,n2
目立つ,めだつ,n2
